exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor,Area,Peak Power,Total Leakage,Peak Dynamic,Subthreshold Leakage,Gate Leakage,Runtime Dynamic,ipc,branch_misprediction_rate,icache_miss_rate,dcache_read_miss_rate,dcache_write_miss_rate
126,1,3.8,16,64,4,256,2,2,8,2,4,192,32,8,16,TAGE_SC_L_64KB,109.2109,93.2865,16.5318,72.1806,15.5922,1.1551,9.4036,0.6479,0.0551,0.0114,0.0146,0.0102
127,1,1.6,64,32,8,2048,2,2,2,12,4,192,96,32,16,TournamentBP,132.201,83.6693,19.5889,59.7053,18.2656,1.3197,10.498,0.7777,0.0676,0.0099,0.0251,0.0104
128,1,1.2,16,32,2,2048,8,2,8,12,2,64,32,8,16,TournamentBP,154.965,75.2185,19.6996,54.0841,18.4665,1.3321,7.8506,0.7753,0.0677,0.0111,0.0234,0.0104
129,1,3.2,64,64,2,2048,4,12,2,12,4,192,64,32,64,TournamentBP,133.354,142.677,19.6958,115.1188,18.3738,1.3287,20.1983,0.7564,0.0674,0.0098,0.0156,0.0102
130,1,3.4,16,64,2,512,4,4,8,12,8,32,128,32,16,TAGE_SC_L_64KB,144.8815,180.59,18.1505,157.4033,17.0304,1.324,23.4688,0.8112,0.0549,0.0114,0.0102,0.0102
131,1,2.2,128,16,8,2048,4,2,4,4,2,128,32,8,64,TAGE,111.5405,60.4115,18.521,37.0941,17.4038,1.1927,6.8418,0.7177,0.0563,0.0098,0.0884,0.0106
132,1,2,32,32,8,128,16,4,2,12,8,192,32,64,64,TournamentBP,103.757,91.4208,17.6238,68.93,16.3286,1.3016,12.973,0.8093,0.0675,0.01,0.0235,0.0104
133,1,3.4,16,32,4,1024,16,4,4,12,8,32,16,8,64,BiModeBP,117.9747,144.369,18.5784,118.0969,17.2649,1.3134,20.2834,0.7794,0.0729,0.0122,0.0184,0.0104
134,1,2.2,128,64,2,2048,2,4,2,4,12,32,64,32,8,TAGE,106.1133,59.4741,18.6487,35.4999,17.4768,1.2013,7.1667,0.7587,0.0563,0.0091,0.0101,0.0102
135,1,3,128,128,1,512,2,8,4,4,4,192,32,32,64,LocalBP,90.4209,73.6002,17.3283,49.531,16.1273,1.1872,11.41,0.8928,0.081,0.0085,0.0135,0.01
136,1,1.4,16,16,1,2048,16,8,2,4,12,32,16,32,16,TournamentBP,103.146,44.2822,18.4018,22.5516,17.2135,1.1948,4.8294,0.7517,0.0677,0.0108,0.069,0.0106
137,1,2.4,64,128,1,1024,2,12,4,2,8,192,32,32,16,TAGE_SC_L_64KB,95.1501,58.1472,17.566,35.8936,16.4966,1.1706,6.8802,0.7813,0.0549,0.0081,0.0135,0.0101
138,1,2,16,128,4,128,4,4,4,2,2,64,32,64,16,TAGE_SC_L_64KB,83.2322,48.0377,16.4086,28.2101,15.3702,1.1446,5.2522,0.7896,0.055,0.0101,0.0137,0.0101
139,1,1.4,64,32,2,1024,8,4,8,2,8,256,128,32,64,TAGE_SC_L_64KB,117.9419,47.6718,17.4388,30.0749,16.4698,1.1721,5.0333,0.8335,0.0549,0.0088,0.0278,0.0104
140,1,2.2,32,32,8,1024,2,12,2,12,8,32,128,8,16,MultiperspectivePerceptron64KB,115.9814,106.012,18.5456,82.0201,17.2975,1.3177,13.9041,0.7193,0.119,0.0079,0.0172,0.0104
141,1,1,16,128,4,1024,4,2,8,12,4,32,32,32,16,TournamentBP,140.571,65.0443,18.9866,45.3943,17.7591,1.3308,6.7785,0.791,0.0677,0.011,0.0093,0.0101
142,1,4,32,64,8,2048,8,8,12,2,12,128,96,32,8,TournamentBP,172.532,157.439,18.8051,131.2981,17.7791,1.2058,13.8582,0.6494,0.0674,0.0075,0.0162,0.0102
143,1,1,32,32,1,2048,4,12,2,4,8,192,96,16,32,MultiperspectivePerceptron64KB,105.1774,37.3095,18.4035,16.7782,17.2806,1.1965,4.0634,0.8256,0.1195,0.008,0.0247,0.0104
144,1,2.6,64,64,4,2048,8,2,12,8,12,64,64,32,64,TournamentBP,184.697,146.295,19.5601,123.835,18.4466,1.2953,14.1881,0.7239,0.0675,0.0098,0.0137,0.0102
145,1,2.6,128,32,1,512,8,2,8,4,4,192,16,32,32,TAGE,114.4054,78.2091,17.1817,57.573,16.1627,1.1917,8.7959,0.7158,0.0562,0.0098,0.0199,0.0104
146,1,1,32,128,1,512,4,2,2,4,2,64,96,64,8,TournamentBP,84.5987,34.9584,17.1221,15.7634,15.9615,1.1745,3.594,0.7986,0.0676,0.0101,0.0131,0.0101
147,1,3.8,128,128,2,256,4,8,4,2,8,64,96,32,8,MultiperspectivePerceptron64KB,89.3038,78.0517,16.8537,54.9001,15.845,1.1648,9.2165,0.6189,0.1199,0.0063,0.0121,0.0101
148,1,1.6,32,128,2,256,4,12,2,4,2,128,128,32,32,TAGE,80.8149,45.2355,16.8238,25.1427,15.6867,1.1765,5.9586,0.8527,0.056,0.0101,0.0158,0.01
149,1,2.2,64,32,1,512,8,12,4,12,12,32,128,32,64,TAGE_SC_L_64KB,119.6723,109.567,18.1453,86.539,16.9145,1.3228,15.9961,0.906,0.0548,0.0089,0.0188,0.0104
150,1,2,16,16,1,256,2,8,2,4,8,64,96,64,16,MultiperspectivePerceptron64KB,79.0099,51.7443,16.5491,31.2296,15.4605,1.1725,6.775,0.7406,0.1096,0.0093,0.0793,0.0106
151,1,1.2,128,64,4,2048,4,12,8,8,8,64,128,64,32,TAGE,147.6878,61.2869,19.342,41.4628,18.2186,1.2842,8.54,1.1061,0.0557,0.0089,0.0134,0.0102
152,1,1.2,128,32,4,1024,16,2,2,2,2,64,64,16,8,MultiperspectivePerceptron64KB,85.9128,35.7992,17.3391,16.1268,16.2691,1.1511,3.0952,0.7383,0.1083,0.0089,0.0229,0.0104
153,1,3,64,32,2,128,8,2,2,8,4,192,64,16,64,LocalBP,86.7802,92.1643,16.9791,68.3258,15.7237,1.2252,13.2046,0.6926,0.0812,0.0098,0.0249,0.0104
154,1,2.4,64,64,1,1024,4,8,12,4,2,128,96,32,32,TAGE,165.6437,101.04,17.825,82.6109,16.8757,1.2117,11.0048,0.8509,0.0561,0.0093,0.017,0.0102
155,1,4,32,128,4,2048,2,4,4,2,2,128,96,64,8,BiModeBP,108.3767,86.4102,18.4555,59.2323,17.292,1.1663,9.1884,0.654,0.0729,0.0099,0.0156,0.0101
156,1,3.8,64,32,4,1024,16,4,4,8,8,64,64,32,8,TAGE,106.2315,119.185,18.0169,93.6575,16.8547,1.2491,17.6738,0.7682,0.0562,0.0101,0.0244,0.0104
157,1,1.6,128,16,2,2048,16,4,12,2,8,64,32,8,16,LocalBP,154.597,68.6841,18.5798,47.6652,17.4319,1.1882,5.9004,0.7492,0.081,0.0081,0.0891,0.0106
158,1,3.2,64,16,4,2048,4,4,12,12,4,128,16,64,16,LocalBP,183.8261,205.902,19.7281,179.333,18.4321,1.3397,22.1745,0.7591,0.0811,0.0097,0.0807,0.0106
159,1,3.2,32,128,4,512,16,4,12,2,2,64,64,8,32,BiModeBP,141.4712,120.193,17.2875,97.4495,16.1968,1.1746,10.3729,0.7063,0.0727,0.0096,0.0145,0.0101
160,1,3.6,128,64,4,2048,4,2,4,8,2,256,64,32,16,MultiperspectivePerceptron64KB,127.6408,117.343,19.1444,90.7856,18.0262,1.2614,15.8601,0.6628,0.1004,0.0093,0.0158,0.0102
161,1,3.8,128,64,1,256,4,8,4,8,4,32,128,8,64,TournamentBP,97.8141,121.974,17.5292,96.891,16.3344,1.2493,18.7136,0.7913,0.0675,0.0087,0.0101,0.0102
162,1,4,64,64,1,512,4,4,8,8,4,256,128,16,16,BiModeBP,119.085,157.818,17.7879,131.8223,16.5771,1.2542,22.3497,0.8132,0.0728,0.0109,0.017,0.0102
163,1,1,16,64,4,512,2,8,8,2,2,128,16,8,64,LocalBP,99.6233,37.6358,16.8233,19.4987,15.6889,1.1539,3.4442,0.8293,0.0811,0.0092,0.0112,0.0102
164,1,4,16,128,2,512,8,8,8,2,8,192,64,8,8,TournamentBP,108.899,106.437,17.1855,82.4058,16.1357,1.1738,11.1879,0.6427,0.0675,0.0088,0.0152,0.0101
165,1,2.6,16,16,4,512,8,12,4,12,12,64,96,64,32,TournamentBP,116.336,124.877,18.1242,100.4335,16.8422,1.3203,18.8759,0.8817,0.0674,0.0101,0.1001,0.0106
166,1,1.4,32,64,4,128,2,12,4,12,12,256,96,8,64,TAGE,115.3375,76.7458,17.7436,56.1992,16.5002,1.3175,11.9799,1.0359,0.0559,0.0092,0.0152,0.0102
167,1,2,128,16,2,1024,8,2,4,8,12,32,32,16,8,BiModeBP,103.2787,71.9573,18.2068,49.0763,16.9476,1.2543,8.9856,0.6827,0.0729,0.0098,0.0675,0.0106
168,1,1,32,64,8,2048,2,2,4,8,12,256,64,16,64,TournamentBP,122.976,48.3375,19.1457,27.1027,17.9162,1.2655,5.5949,0.8115,0.0676,0.0101,0.0153,0.0102
169,1,1,32,32,8,512,4,4,2,4,4,64,64,16,64,TAGE_SC_L_64KB,83.0612,34.3181,16.8383,15.5524,15.7206,1.1696,3.7417,0.8671,0.0556,0.0099,0.0232,0.0104
170,1,3.8,128,128,4,128,4,2,4,2,2,64,128,64,16,TournamentBP,83.2117,78.0958,16.7467,54.4394,15.6525,1.1538,8.4245,0.6506,0.0676,0.0097,0.0133,0.0101
171,1,4,16,16,8,128,4,12,4,12,2,128,96,8,8,MultiperspectivePerceptron64KB,114.1138,175.147,17.4956,149.8307,16.3388,1.3044,24.2811,0.6322,0.1358,0.0082,0.0803,0.0106
172,1,2,64,16,1,128,8,2,12,2,2,32,96,16,64,TAGE_SC_L_64KB,155.1456,76.5078,16.4834,61.6774,15.6291,1.1655,6.2819,0.676,0.0553,0.0099,0.0692,0.0106
173,1,4,32,64,8,2048,8,2,4,8,2,64,64,32,8,TournamentBP,121.388,126.962,19.0417,98.942,17.8342,1.2543,16.1816,0.6312,0.0676,0.0102,0.0142,0.0102
174,1,1,128,64,8,128,8,4,4,8,8,64,64,8,16,TournamentBP,94.9056,44.331,17.3602,25.2198,16.1593,1.2472,5.941,1.0186,0.0675,0.0097,0.0145,0.0102
175,1,1.8,16,64,4,2048,4,2,2,8,2,128,32,32,64,TournamentBP,114.269,64.581,18.9448,41.0564,17.6999,1.2474,8.1666,0.7658,0.0677,0.0112,0.014,0.0102
176,1,1.8,128,64,1,256,2,2,12,12,4,128,32,16,8,TAGE_SC_L_64KB,188.6035,123.393,18.2063,106.7153,17.17,1.3363,12.5505,0.7589,0.0552,0.0097,0.0144,0.0102
177,1,3.4,128,16,8,128,8,12,4,4,4,192,16,16,32,TAGE,85.0637,77.4488,16.6338,55.024,15.5478,1.1803,11.4848,0.7724,0.0558,0.0086,0.0782,0.0106
178,1,2.8,128,128,8,512,16,4,4,8,4,64,128,8,8,TAGE_SC_L_64KB,105.053,95.1811,17.811,71.3714,16.6571,1.2513,14.6408,0.8766,0.0549,0.0099,0.0143,0.0101
179,1,2,16,32,8,1024,8,4,4,4,2,128,16,16,32,TAGE,94.228,54.512,17.3848,33.2786,16.2896,1.1773,6.6967,0.8283,0.056,0.0116,0.0209,0.0104
180,1,1.2,64,128,2,128,4,4,4,8,8,192,128,32,64,TAGE_SC_L_64KB,99.1958,51.2988,17.2979,32.0833,16.1508,1.2468,7.744,1.0389,0.055,0.0101,0.0163,0.01
181,1,1.2,16,64,8,2048,2,2,8,2,4,192,32,32,64,TAGE,131.8618,44.2575,18.3156,25.6751,17.3083,1.1735,3.877,0.7918,0.0563,0.0113,0.0132,0.0102
182,1,3.2,64,16,4,512,4,2,8,4,2,192,96,64,16,TournamentBP,109.726,96.9781,17.1927,74.7547,16.1273,1.1892,10.8443,0.6826,0.0676,0.0099,0.0858,0.0106
183,1,3.2,32,64,1,1024,8,2,8,4,2,64,96,32,32,BiModeBP,110.748,96.7201,17.7226,72.9954,16.5773,1.1912,10.4093,0.6867,0.0729,0.0105,0.014,0.0102
184,1,2.8,64,16,1,256,2,2,2,12,8,64,128,64,8,MultiperspectivePerceptron64KB,107.4304,128.233,17.7268,103.7383,16.4962,1.3032,16.5013,0.6476,0.1025,0.0092,0.0814,0.0106
185,1,1.4,128,64,4,256,16,4,2,12,12,32,32,16,8,TournamentBP,105.717,68.666,18.0466,47.2464,16.7376,1.3146,8.8878,0.8073,0.0676,0.0091,0.0098,0.0102
186,1,2,16,128,1,128,16,12,4,2,4,192,96,8,16,BiModeBP,80.3667,49.4396,16.5411,28.8248,15.3939,1.1513,5.8048,0.7657,0.0728,0.0093,0.0151,0.0101
187,1,3.6,16,32,2,2048,16,12,8,8,4,32,96,64,8,TAGE_SC_L_64KB,147.5705,138.923,18.9898,114.3202,17.9222,1.2707,18.4977,0.7719,0.0551,0.0102,0.0189,0.0104
188,1,3.8,32,64,4,256,4,8,4,4,8,64,32,32,16,BiModeBP,84.8004,87.0215,16.8009,62.9574,15.6322,1.1796,13.0925,0.8228,0.0728,0.01,0.0137,0.0102
189,1,2,128,32,4,256,8,8,8,4,12,256,128,16,64,LocalBP,100.0536,66.4122,17.0161,45.6525,15.839,1.1964,10.0887,1.0013,0.081,0.0088,0.0273,0.0104
190,1,3.4,64,64,8,1024,4,8,2,8,8,192,96,8,32,MultiperspectivePerceptron64KB,101.695,108.124,18.0812,83.0259,16.9141,1.2512,16.0053,0.6946,0.1079,0.0083,0.0151,0.0102
191,1,2,128,16,1,1024,16,12,2,4,4,128,64,8,16,TAGE_SC_L_64KB,88.2748,53.2746,17.578,31.3747,16.4411,1.1867,6.8253,0.7764,0.0551,0.0094,0.0888,0.0106
192,1,3.8,64,128,4,2048,8,12,12,8,4,256,16,32,64,MultiperspectivePerceptron64KB,216.5073,191.275,19.4561,169.3824,18.559,1.2981,22.7901,0.7758,0.12,0.0077,0.0103,0.01
193,1,1,128,32,4,1024,16,4,2,12,4,192,96,32,8,BiModeBP,116.1011,58.5163,18.7583,37.1987,17.413,1.3137,7.2272,0.8596,0.0729,0.0094,0.0246,0.0104
194,1,3.2,64,16,2,512,4,8,8,2,4,128,96,64,16,MultiperspectivePerceptron64KB,120.0373,82.3931,16.8219,62.9372,15.94,1.1655,9.4183,0.6424,0.1251,0.0064,0.0933,0.0106
195,1,3,16,32,1,1024,4,8,12,4,4,64,16,8,16,TournamentBP,155.343,128.979,17.8966,107.7184,16.873,1.2129,13.0869,0.8501,0.0674,0.0104,0.0205,0.0104
196,1,1,128,32,1,2048,2,8,12,4,2,32,16,16,64,TAGE,181.4997,53.5014,18.8149,37.8815,17.8491,1.223,4.7552,0.8721,0.0559,0.0084,0.0194,0.0104
197,1,1.4,32,32,1,512,8,4,2,12,4,192,16,16,16,TAGE_SC_L_64KB,109.912,68.3247,17.9317,47.079,16.6732,1.3,9.0852,0.8288,0.0551,0.0099,0.0195,0.0104
198,1,2.8,32,128,4,2048,2,12,4,12,12,128,16,8,64,BiModeBP,138.7357,128.751,19.8531,102.0682,18.5063,1.3406,19.2598,0.8798,0.0728,0.0097,0.0106,0.0101
199,1,2.8,128,32,8,128,2,2,2,4,8,192,96,64,32,MultiperspectivePerceptron64KB,78.9174,65.9069,16.6316,43.5628,15.54,1.1757,8.7864,0.6991,0.1018,0.0093,0.0254,0.0104
200,1,3.6,32,32,8,512,16,4,8,8,8,192,64,8,32,TAGE,125.3778,135.715,17.5234,112.9369,16.4485,1.2532,19.2173,0.8128,0.0562,0.0107,0.0248,0.0104
201,1,4,128,64,1,1024,4,2,12,12,8,192,64,8,64,TAGE,197.1417,263.048,19.0691,238.441,17.9793,1.3493,26.4037,0.6523,0.0562,0.0098,0.0154,0.0102
202,1,1.4,64,64,8,512,16,12,8,4,2,64,96,16,64,TAGE_SC_L_64KB,116.8832,50.6459,17.1596,33.347,16.1674,1.1957,6.085,0.9021,0.0549,0.0089,0.0146,0.0102
203,1,1.2,128,32,2,2048,8,12,4,8,12,192,96,64,32,LocalBP,121.1422,54.2298,19.1949,32.0837,17.899,1.2708,8.089,1.0565,0.081,0.008,0.026,0.0104
204,1,1.8,128,32,4,512,16,2,8,12,8,192,32,16,16,TAGE,141.9848,100.504,18.304,80.123,17.1403,1.3264,12.1019,0.7716,0.0563,0.0098,0.0237,0.0104
205,1,1.2,32,128,8,512,16,8,4,2,2,192,64,64,8,MultiperspectivePerceptron64KB,91.9074,36.5826,16.9024,18.1558,15.8934,1.1556,3.6789,0.7549,0.1255,0.0069,0.0148,0.0101
206,1,2.6,32,32,1,128,16,2,2,4,2,256,128,32,32,BiModeBP,76.0346,61.9045,16.4569,39.9239,15.2796,1.1614,8.1555,0.7212,0.0731,0.0107,0.0258,0.0104
207,1,2,64,64,8,2048,8,4,4,2,2,64,16,64,8,MultiperspectivePerceptron64KB,111.6098,51.8981,18.2905,29.7371,17.2633,1.1661,4.9514,0.7303,0.1062,0.0081,0.011,0.0102
208,1,1.2,128,128,8,128,4,8,4,12,4,64,128,8,64,TAGE,115.0045,67.1496,17.996,46.8808,16.753,1.3172,9.761,1.0514,0.056,0.0088,0.0141,0.0101
209,1,3.8,32,128,2,512,4,4,4,2,8,256,32,64,16,TAGE,90.2753,78.4963,16.9165,54.7625,15.8525,1.1565,9.5209,0.7014,0.0561,0.0093,0.014,0.0101
210,1,2.4,16,128,4,128,16,4,4,12,4,192,96,32,64,TAGE,114.4435,115.215,17.7648,92.0506,16.5322,1.3071,17.6763,0.9395,0.0561,0.0116,0.016,0.01
211,1,3.2,64,16,1,256,4,12,8,12,2,64,128,16,32,LocalBP,126.078,168.981,17.8722,144.5388,16.5781,1.3141,21.8565,0.7499,0.0803,0.0087,0.0873,0.0106
212,1,3.4,32,64,2,1024,8,12,2,2,12,128,128,64,64,TAGE_SC_L_64KB,86.7816,71.1455,17.3438,47.2625,16.2392,1.1637,8.977,0.7308,0.0549,0.0096,0.0165,0.0102
213,1,1.2,32,64,1,512,4,4,8,12,2,256,16,32,64,TournamentBP,137.765,74.2828,18.3575,54.7048,17.1394,1.3223,8.9631,0.8908,0.0676,0.0103,0.0117,0.0102
214,1,1.4,64,16,2,512,2,8,8,12,8,64,128,32,32,TAGE,141.7168,86.0574,18.1713,66.9255,17.0081,1.326,11.648,0.9875,0.0562,0.0098,0.1017,0.0105
215,1,1,128,32,2,128,16,2,2,2,2,32,96,16,16,TAGE,74.195,31.1468,16.3547,12.9524,15.2589,1.1382,2.7254,0.7684,0.0563,0.0096,0.0185,0.0104
216,1,3.4,16,64,1,2048,16,8,2,8,8,64,64,32,8,BiModeBP,114.8941,106.569,18.966,79.7455,17.6901,1.2548,15.0196,0.6993,0.0729,0.0115,0.0141,0.0102
217,1,2.8,32,64,1,2048,4,2,2,2,12,256,128,16,16,TAGE_SC_L_64KB,102.359,64.1573,18.2453,39.217,17.1238,1.1657,7.1007,0.7164,0.0552,0.0103,0.0166,0.0102
218,1,1.2,16,32,4,2048,4,12,4,8,2,64,64,64,64,LocalBP,118.0062,51.4825,18.8866,29.6882,17.6101,1.2524,6.5595,0.8908,0.0805,0.0097,0.0237,0.0104
219,1,1.4,32,64,4,512,16,2,8,4,12,64,16,8,16,BiModeBP,106.18,52.2034,17.2299,32.7401,16.0737,1.1939,5.3396,0.7678,0.073,0.0103,0.0107,0.0102
220,1,2.4,16,64,2,1024,2,8,4,8,4,128,64,32,32,BiModeBP,103.6097,83.571,18.0871,59.7881,16.8349,1.2471,13.4484,0.9727,0.0728,0.0115,0.0154,0.0102
221,1,2.2,32,32,1,128,2,12,4,12,2,192,16,64,8,TournamentBP,109.312,100.376,17.6909,77.6268,16.4251,1.3067,14.1272,0.7918,0.0676,0.0092,0.0201,0.0104
222,1,2,16,64,8,1024,4,4,8,12,2,256,128,16,16,TournamentBP,144.522,121.183,18.8933,98.5775,17.6667,1.3287,15.1431,0.8484,0.0675,0.0113,0.0176,0.0102
223,1,1.8,128,64,8,2048,4,8,12,12,12,128,16,64,64,MultiperspectivePerceptron64KB,229.4233,127.697,20.0602,110.4397,19.0787,1.3716,14.869,0.9202,0.1155,0.0075,0.011,0.0102
224,1,1,16,128,8,256,2,2,8,8,4,256,96,8,8,TAGE,122.6468,51.2516,17.4319,34.1986,16.3508,1.2506,5.8807,0.8038,0.0563,0.011,0.0145,0.0101
225,1,2.4,32,128,4,128,16,2,12,12,12,32,96,16,16,MultiperspectivePerceptron64KB,202.5153,164.449,18.0433,147.8734,17.0978,1.3437,16.6165,0.6956,0.1014,0.0095,0.0089,0.0101
226,1,3.2,128,16,2,512,16,2,2,2,2,32,96,64,64,TournamentBP,80.0241,65.2804,16.851,41.5163,15.7215,1.1453,6.5407,0.6202,0.0676,0.0098,0.069,0.0106
227,1,1.4,16,64,4,512,8,2,2,4,8,256,16,32,16,BiModeBP,83.1305,41.7766,16.9561,21.7654,15.7646,1.1725,4.7958,0.7668,0.073,0.0115,0.0108,0.0102
228,1,2.4,32,64,4,256,4,4,8,4,2,32,128,64,16,LocalBP,98.4522,73.5722,16.7964,52.1173,15.6377,1.1785,8.7449,0.7766,0.0812,0.0096,0.0105,0.0102
229,1,4,32,16,4,1024,2,4,2,12,12,256,32,8,64,LocalBP,115.8563,170.235,18.5081,142.4205,17.166,1.3109,23.7904,0.6531,0.0813,0.0098,0.086,0.0106
230,1,1.2,16,32,2,256,8,4,8,12,12,64,128,16,8,TAGE,137.4158,76.2978,17.8487,58.1051,16.6913,1.3217,9.8122,0.988,0.0562,0.0113,0.023,0.0104
231,1,1.6,32,16,1,128,2,8,2,12,12,256,16,16,16,TAGE_SC_L_64KB,105.158,76.9101,17.5387,55.6304,16.2772,1.3047,10.6045,0.7793,0.0552,0.01,0.0702,0.0106
232,1,3,32,32,4,2048,2,2,8,2,12,192,16,32,32,BiModeBP,124.078,86.1744,18.4416,61.7653,17.3038,1.1796,8.2296,0.6758,0.0729,0.0107,0.0194,0.0104
233,1,2,64,128,4,1024,8,12,8,4,12,192,16,16,64,BiModeBP,112.847,69.5833,18.0545,47.5869,16.8755,1.2143,9.2558,0.959,0.0728,0.0093,0.0107,0.01
234,1,4,64,32,4,1024,16,2,8,12,8,64,32,8,64,TAGE,146.4878,197.558,18.7055,171.2685,17.5453,1.3277,23.1791,0.6463,0.0562,0.01,0.0239,0.0104
235,1,1,128,16,1,2048,16,8,2,12,2,128,96,64,32,LocalBP,131.1283,59.0232,19.6131,36.6609,18.2458,1.3207,7.0642,0.8367,0.0812,0.0085,0.0889,0.0106
236,1,3.2,128,32,1,2048,4,8,4,2,2,128,64,64,8,BiModeBP,107.2187,72.3832,18.4447,47.0956,17.2788,1.1691,7.7616,0.6911,0.0729,0.0077,0.026,0.0104
237,1,3.4,64,128,4,256,4,8,8,8,2,256,64,8,8,TAGE_SC_L_64KB,125.7355,128.377,17.5267,106.4812,16.4797,1.2567,17.5647,0.7286,0.0547,0.0095,0.0149,0.0101
238,1,1.2,16,16,4,2048,4,8,8,4,4,32,64,8,64,BiModeBP,125.146,49.1629,18.5691,28.6116,17.3977,1.2024,5.2343,0.8911,0.0729,0.0108,0.0729,0.0106
239,1,2.4,16,32,8,2048,8,12,12,4,12,32,128,8,16,TAGE,181.5977,104.374,18.6721,84.6875,17.701,1.2282,11.6836,0.8879,0.0559,0.0096,0.0191,0.0104
240,1,2.8,64,64,8,512,4,12,4,12,8,256,128,16,8,TAGE_SC_L_64KB,123.8823,137.806,18.2068,113.9043,16.9858,1.3216,21.7612,0.8995,0.0547,0.009,0.0164,0.0102
241,1,1.6,32,32,8,128,8,4,12,4,12,128,32,16,16,MultiperspectivePerceptron64KB,173.6033,71.6077,16.7345,59.2615,15.9348,1.2074,8.0984,0.9344,0.1195,0.009,0.0239,0.0104
242,1,2.2,32,128,2,128,8,8,2,4,12,256,128,64,64,MultiperspectivePerceptron64KB,80.8537,57.0535,16.7236,35.876,15.6226,1.1843,8.2754,0.7749,0.1097,0.0088,0.0167,0.01
243,1,3.2,16,64,2,1024,4,8,4,4,8,256,32,8,64,TAGE,96.5133,78.0665,17.5216,54.724,16.423,1.1889,12.0039,0.871,0.0561,0.0106,0.0146,0.0102
244,1,1.4,128,16,2,256,2,12,2,12,2,128,128,64,32,MultiperspectivePerceptron64KB,108.6284,73.3913,17.8757,52.3153,16.6385,1.3093,9.6068,0.7732,0.1311,0.0071,0.0823,0.0106
245,1,3.8,64,32,2,128,4,8,4,8,12,192,64,16,16,TournamentBP,95.2497,121.24,17.2046,96.5915,16.0122,1.2478,20.1892,0.8367,0.0673,0.0097,0.0255,0.0104
246,1,3.4,32,32,2,1024,4,2,2,4,12,64,16,8,64,LocalBP,87.2883,77.0841,17.417,52.8396,16.2165,1.1788,9.6211,0.6533,0.0812,0.0099,0.0191,0.0104
247,1,3.8,32,128,2,1024,8,2,12,8,2,128,96,32,64,TAGE_SC_L_64KB,184.7135,191.543,18.3912,169.597,17.4248,1.2743,19.6684,0.6784,0.055,0.0104,0.0155,0.0101
248,1,1.2,16,128,8,128,16,12,2,4,12,64,128,16,32,TournamentBP,78.924,38.7135,16.7607,19.5147,15.5919,1.185,4.8388,0.8545,0.0675,0.0109,0.0132,0.0101
249,1,2,16,64,4,2048,4,8,2,2,8,32,128,32,8,BiModeBP,100.8011,50.8025,18.2603,27.6571,17.0704,1.1638,5.2151,0.745,0.073,0.0104,0.01,0.0102
250,1,2.8,16,64,4,256,16,12,12,12,8,192,64,8,16,TAGE,185.2397,187.249,18.0537,167.9115,16.9824,1.3387,23.475,0.9164,0.0558,0.0102,0.0152,0.0102
251,1,3.4,64,64,2,1024,4,2,4,12,8,32,16,8,32,BiModeBP,119.2787,144.581,18.7354,118.108,17.4178,1.317,18.6061,0.6604,0.073,0.0101,0.0099,0.0102
252,1,4,16,32,4,512,2,8,12,2,12,32,32,16,8,TournamentBP,150.336,152.069,17.1891,128.3632,16.1892,1.1859,12.4559,0.6358,0.0674,0.0094,0.0191,0.0104
253,1,3.2,128,64,8,1024,2,2,12,2,12,256,16,16,32,TAGE,164.7357,116.5,17.7644,97.0163,16.8448,1.1928,10.273,0.6803,0.0563,0.0099,0.0109,0.0102
254,1,3.4,32,128,8,1024,16,4,4,12,4,64,64,16,64,TournamentBP,122.655,151.517,18.8599,125.0827,17.5853,1.3211,21.8883,0.8398,0.0674,0.0104,0.0135,0.0101
255,1,2.4,128,64,2,256,16,12,12,12,4,256,96,32,8,TournamentBP,178.522,174.303,18.538,153.5799,17.3719,1.3494,21.377,0.9402,0.0673,0.0086,0.0155,0.0102
256,1,1.2,64,32,4,512,4,8,12,4,4,256,64,16,64,TAGE_SC_L_64KB,165.6185,58.6752,17.2218,45.0924,16.3222,1.2071,7.0612,1.0821,0.055,0.0095,0.0259,0.0103
257,1,1.4,64,16,2,128,4,2,2,8,12,64,64,8,16,TAGE_SC_L_64KB,87.5097,52.2486,16.9691,32.3659,15.7853,1.234,6.7498,0.7448,0.0554,0.0098,0.0883,0.0106
258,1,2.4,128,64,4,128,8,4,2,12,4,128,64,64,32,BiModeBP,104.7881,107.014,17.838,83.1737,16.5065,1.3041,15.0644,0.7876,0.0729,0.0098,0.0156,0.0102
259,1,3.4,128,128,1,256,8,2,4,12,4,128,16,64,16,LocalBP,112.5772,143.088,18.1123,117.4546,16.7897,1.3103,19.0208,0.6592,0.0812,0.0094,0.0103,0.0101
260,1,1.4,32,16,2,256,4,2,12,12,8,64,96,8,32,BiModeBP,164.2142,106.494,18.1199,86.78,16.8569,1.3288,10.2638,0.748,0.0729,0.0103,0.0841,0.0106
261,1,1.6,32,32,8,128,4,4,8,8,2,64,32,8,8,MultiperspectivePerceptron64KB,125.636,67.1286,17.0345,50.2494,16.0624,1.2445,8.2614,0.7846,0.1265,0.0087,0.0242,0.0104
